mes,cliente,canal,importe,compras
2024-04-01,33382_G,Minorista,34458.49204,1
2024-04-01,33587_G,Online,54697.618,1
2024-04-01,33692_G,Online,28834.711,1
2024-04-01,33864_G,Online,86880.16500000001,3
2024-04-01,341_G,Minorista,1487475.0359999998,2
2024-04-01,34482_G,Online,21307.438,1
2024-04-01,35338_G,Online,64238.016,1
2024-04-01,35555_G,Online,20544.628,1
2024-04-01,358_G,Minorista,662108.9619999999,2
2024-04-01,362_G,Minorista,4161911.769,3
2024-04-01,367_G,Mayorista,4210734.7192,2
2024-04-01,37496_G,Online,156482.488518,1
2024-04-01,381_G,Minorista,1689198.846,2
2024-04-01,38326_G,Online,36837.19,1
2024-04-01,38780_G,Minorista,4491866.589,2
2024-04-01,38870_G,Online,43213.337,1
2024-04-01,38998_G,Online,30638.843,1
2024-04-01,39281_G,Online,60905.785,1
2024-04-01,39475_G,Online,21047.107,1
2024-04-01,39670_G,Online,29929.883,1
2024-04-01,39758_G,Online,25066.116,1
2024-04-01,39777_G,Online,18552.916,1
2024-04-01,39882_G,Online,56015.702,1
2024-04-01,401_G,Minorista,2527603.554,2
2024-04-01,40716_G,Online,21064.463,1
2024-04-01,41402_G,Online,25803.306,1
2024-04-01,41546_G,Online,27263.636,1
2024-04-01,41992_G,Online,22275.206,2
2024-04-01,42201_G,Online,18776.86,1
2024-04-01,42708_G,Online,159951.749188,1
2024-04-01,42768_G,Online,30862.81,1
2024-04-01,42782_G,Online,51956.973043,1
2024-04-01,43047_G,Online,41362.81,1
2024-04-01,433_G,Mayorista,29931253.937575,3
2024-04-01,438_G,Minorista,0.0,3
2024-04-01,43852_G,Online,40780.12422,1
2024-04-01,44395_G,Online,95474.38,1
2024-04-01,44452_G,Online,50763.636,1
2024-04-01,446_G,Mayorista,11810061.2637,3
2024-04-01,44891_G,Online,42966.942,1
2024-04-01,45275_G,Online,190767.196696,1
2024-04-01,45693_G,Online,54524.793000000005,2
2024-04-01,462_G,Minorista,563036.447,2
2024-04-01,46911_G,Online,44819.835,1
2024-04-01,47527_G,Online,29858.678,1
2024-04-01,47784_G,Online,25886.751113,1
2024-04-01,47810_G,Online,23885.123,1
2024-04-01,481_G,Minorista,444047.514,2
2024-04-01,48313_G,Online,30298.347,1
2024-04-01,48494_G,Online,20176.034,1
2024-04-01,48634_G,Online,21064.463,1
2024-04-01,48983_G,Catalogo,3865316.2416,2
2024-04-01,49024_G,Online,21832.231,1
2024-04-01,49074_G,Online,36047.107,1
2024-04-01,492_G,Minorista,416335.848,3
2024-04-01,49213_G,Online,17295.746,1
2024-04-01,49695_G,Online,35553.719,1
2024-04-01,49783_G,Online,39352.066,1
2024-04-01,49986_G,Online,28094.215,1
2024-04-01,50636_G,Online,35553.719,1
2024-04-01,51182_G,Online,44266.942,2
2024-04-01,51222_G,Online,34720.661,1
2024-04-01,5139_G,Online,13051.174,1
2024-04-01,515_G,Mayorista,1662223.6757,6
2024-04-01,51511_G,Online,19747.107,1
2024-04-01,51909_G,Online,22942.149,1
2024-04-01,521_G,Mayorista,41956790.1,3
2024-04-01,52388_G,Online,181645.391678,5
2024-04-01,52408_G,Online,319162.809,2
2024-04-01,52596_G,Online,44219.008,1
2024-04-01,53269_G,Online,141847.650304,1
2024-04-01,53760_G,Online,15400.711,1
2024-04-01,540_G,Minorista,462818.1861,2
2024-04-01,54420_G,Online,21064.463,1
2024-04-01,54584_G,Online,22619.009,1
2024-04-01,546_G,Minorista,1597174.531,4
2024-04-01,54887_G,Online,21064.463,1
2024-04-01,550_G,Minorista,835118.2620000001,3
2024-04-01,55308_G,Online,29600.826,1
2024-04-01,55340_G,Online,39198.347,1
2024-04-01,55421_G,Online,20233.058,1
2024-04-01,55471_G,Online,104509.918,2
2024-04-01,55486_G,Online,20727.273,1
2024-04-01,55524_G,Online,150365.736,1
2024-04-01,55779_G,Online,107350.414,1
2024-04-01,56437_G,Online,27636.364,1
2024-04-01,56657_G,Online,26647.948,1
2024-04-01,56732_G,Online,48609.042391,1
2024-04-01,56761_G,Minorista,236241.216,1
2024-04-01,56854_G,Online,23619.835,1
2024-04-01,56871_G,Online,113118.894,1
2024-04-01,57052_G,Online,30862.81,1
2024-04-01,581_G,Minorista,563994.576,1
2024-04-01,582_G,Minorista,426643.056,1
2024-04-01,586_G,Mayorista,3943933.86065,3
2024-04-01,59137_G,Online,24764.463,1
2024-04-01,59145_G,Online,67136.363,3
2024-04-01,594_G,Supermercados,32899371.62,3
2024-04-01,595_G,Minorista,1727391.8875,2
2024-04-01,6007_G,Online,13313.223,1
2024-04-01,60190_G,Online,96171.901,2
2024-04-01,60210_G,Online,248174.214298,1
2024-04-01,60473_G,Online,49101.653,1
2024-04-01,60569_G,Online,3642.149,1
2024-04-01,60574_G,Online,60658.678,1
2024-04-01,60645_G,Online,49356.198,1
2024-04-01,60742_G,Online,23361.983,1
2024-04-01,60769_G,Online,163228.099,2
2024-04-01,608_G,Minorista,774997.9720000001,2
2024-04-01,60880_G,Online,29399.174,1
2024-04-01,60970_G,Online,26174.85,1
2024-04-01,61013_G,Online,49976.859,1
2024-04-01,61103_G,Online,44819.835,1
2024-04-01,61168_G,Online,28437.866,1
2024-04-01,61637_G,Online,57519.346000000005,2
2024-04-01,61651_G,Online,29399.174,1
2024-04-01,61687_G,Online,28094.215,1
2024-04-01,61715_G,Online,28628.926,1
2024-04-01,61716_G,Online,24323.967,1
2024-04-01,61776_G,Online,97078.513,3
2024-04-01,61813_G,Online,33219.835,1
2024-04-01,61829_G,Online,21064.463,1
2024-04-01,62033_G,Online,25548.76,1
2024-04-01,62137_G,Online,63832.231,1
2024-04-01,62161_G,Online,0.0,1
2024-04-01,62191_G,Online,0.0,1
2024-04-01,62195_G,Online,9048.76,1
2024-04-01,62235_G,Online,39198.347,1
2024-04-01,62240_G,Online,51956.973043,1
2024-04-01,62241_G,Online,53975.207,1
2024-04-01,62242_G,Online,147672.576214,1
2024-04-01,62243_G,Online,46219.835,1
2024-04-01,62244_G,Online,36047.107,1
2024-04-01,62245_G,Online,75241.322,1
2024-04-01,62246_G,Online,50616.529,1
2024-04-01,62247_G,Online,3642.149,1
2024-04-01,62248_G,Online,75241.322,1
2024-04-01,62249_G,Online,85422.228578,1
2024-04-01,62250_G,Online,24606.612,1
2024-04-01,62251_G,Online,51956.973043,1
2024-04-01,62252_G,Online,42085.95,1
2024-04-01,62253_G,Online,23326.446,1
2024-04-01,62254_G,Online,16837.279,1
2024-04-01,62255_G,Online,27430.579,2
2024-04-01,62256_G,Online,40748.76,1
2024-04-01,62257_G,Online,23074.38,1
2024-04-01,62258_G,Online,155741.681775,1
2024-04-01,62259_G,Online,63131.181679,1
2024-04-01,62260_G,Online,51778.513,1
2024-04-01,62261_G,Online,26712.397,1
2024-04-01,62262_G,Online,3642.149,1
2024-04-01,62263_G,Online,72677.540644,1
2024-04-01,62264_G,Online,177544.05932,1
2024-04-01,62265_G,Online,51956.973043,1
2024-04-01,62266_G,Online,114380.022771,1
2024-04-01,62267_G,Online,22333.884,1
2024-04-01,62268_G,Online,39198.347,1
2024-04-01,62269_G,Online,75241.322,1
2024-04-01,62270_G,Online,45388.43,1
2024-04-01,62271_G,Online,155741.681775,1
2024-04-01,62272_G,Online,21064.463,1
2024-04-01,62274_G,Online,49123.14,1
2024-04-01,62275_G,Online,155741.681775,1
2024-04-01,62276_G,Online,170479.99452,1
2024-04-01,62277_G,Online,39198.347,1
2024-04-01,62278_G,Online,13885.643,1
2024-04-01,62279_G,Online,58049.587,1
2024-04-01,62280_G,Online,30714.05,1
2024-04-01,62282_G,Online,19747.107,1
2024-04-01,62283_G,Online,36047.107,1
2024-04-01,62284_G,Online,41463.636,1
2024-04-01,62285_G,Online,164165.951833,1
2024-04-01,62286_G,Online,147329.535846,2
2024-04-01,62287_G,Online,161731.745804,1
2024-04-01,62288_G,Online,52700.827,1
2024-04-01,62289_G,Online,44952.066,1
2024-04-01,62290_G,Online,162500.663499,1
2024-04-01,62291_G,Online,33605.785,1
2024-04-01,62292_G,Online,161731.745804,1
2024-04-01,62293_G,Minorista,3382294.41,1
2024-04-01,62294_G,Online,23091.736,1
2024-04-01,62295_G,Online,21064.463,1
2024-04-01,62296_G,Online,44535.537,1
2024-04-01,62297_G,Online,21064.463,1
2024-04-01,62298_G,Online,98069.322931,1
2024-04-01,62299_G,Online,27892.562,1
2024-04-01,62300_G,Online,23091.736,1
2024-04-01,62301_G,Online,3642.149,1
2024-04-01,62302_G,Online,155741.681775,1
2024-04-01,62303_G,Online,19383.471,1
2024-04-01,62304_G,Online,39304.959,1
2024-04-01,62305_G,Online,121740.252519,1
2024-04-01,62306_G,Online,119771.826795,1
2024-04-01,62307_G,Online,38752.893,1
2024-04-01,62308_G,Online,43613.223,1
2024-04-01,62309_G,Online,19113.223,1
2024-04-01,62310_G,Online,24638.474,1
2024-04-01,62311_G,Online,161731.745804,1
2024-04-01,62312_G,Online,21776.86,1
2024-04-01,62313_G,Online,202429.271554,1
2024-04-01,62314_G,Online,21064.463,1
2024-04-01,62315_G,Online,103565.289,1
2024-04-01,62316_G,Online,23091.736,1
2024-04-01,62317_G,Online,21890.909,1
2024-04-01,62318_G,Online,23091.736,1
2024-04-01,62319_G,Online,112099.458465,1
2024-04-01,62320_G,Online,51956.973043,1
2024-04-01,62321_G,Online,28628.926,1
2024-04-01,62322_G,Online,167727.595817,1
2024-04-01,62323_G,Online,164165.951833,1
2024-04-01,62324_G,Online,36896.694,1
2024-04-01,62325_G,Online,89115.702,1
2024-04-01,62326_G,Online,191680.416958,1
2024-04-01,62327_G,Online,161731.745804,1
2024-04-01,62328_G,Online,133857.717142,1
2024-04-01,62329_G,Online,239554.174223,1
2024-04-01,62330_G,Online,51956.973043,1
2024-04-01,62331_G,Online,45029.752,1
2024-04-01,62332_G,Online,107207.438,1
2024-04-01,62333_G,Online,21776.86,1
2024-04-01,62334_G,Online,88811.481188,1
2024-04-01,62335_G,Online,103565.289,1
2024-04-01,62336_G,Online,161731.745804,1
2024-04-01,62337_G,Online,74839.669,1
2024-04-01,62338_G,Online,23091.736,1
2024-04-01,62339_G,Online,24323.967,1
2024-04-01,62340_G,Online,24804.958,1
2024-04-01,62341_G,Online,22333.884,1
2024-04-01,62342_G,Online,12709.172,1
2024-04-01,62343_G,Online,23091.736,1
2024-04-01,62344_G,Online,25803.306,1
2024-04-01,62345_G,Online,26197.149,1
2024-04-01,62346_G,Online,51956.973043,1
2024-04-01,62347_G,Online,43613.223,1
2024-04-01,62348_G,Online,23091.736,1
2024-04-01,62349_G,Online,24562.653,1
2024-04-01,62350_G,Online,23091.736,1
2024-04-01,62351_G,Online,67580.99100000001,2
2024-04-01,62352_G,Online,28672.727,1
2024-04-01,62353_G,Online,34981.818,2
2024-04-01,62354_G,Online,130532.927467,1
2024-04-01,62355_G,Online,156482.488518,1
2024-04-01,62356_G,Online,75241.322,1
2024-04-01,62357_G,Online,43875.206,2
2024-04-01,62358_G,Online,54100.75727,1
2024-04-01,62359_G,Online,84176.033,1
2024-04-01,62360_G,Online,23091.736,1
2024-04-01,62361_G,Online,23091.736,1
2024-04-01,62362_G,Online,23091.736,1
2024-04-01,62363_G,Online,151486.474026,1
2024-04-01,62364_G,Online,174207.915583,1
2024-04-01,62365_G,Online,27263.636,1
2024-04-01,62366_G,Online,21064.463,1
2024-04-01,62367_G,Online,75241.322,1
2024-04-01,62368_G,Online,24606.612,1
2024-04-01,62369_G,Online,103565.289,1
2024-04-01,62370_G,Online,37676.033,1
2024-04-01,62371_G,Online,88811.481188,1
2024-04-01,62372_G,Online,39198.347,1
2024-04-01,62373_G,Online,180908.729183,1
2024-04-01,62374_G,Online,29565.424067,1
2024-04-01,62375_G,Online,21064.463,1
2024-04-01,62376_G,Online,29565.424067,1
2024-04-01,62377_G,Online,16467.769,1
2024-04-01,62378_G,Online,24323.967,1
2024-04-01,62379_G,Online,66502.48,1
2024-04-01,62380_G,Online,165756.197,2
2024-04-01,62381_G,Online,28628.926,1
2024-04-01,62382_G,Online,76714.876,1
2024-04-01,62383_G,Online,239554.174223,1
2024-04-01,62384_G,Online,25548.76,1
2024-04-01,62385_G,Online,171988.972304,2
2024-04-01,62386_G,Online,50428.099,2
2024-04-01,62387_G,Online,23144.604855,1
2024-04-01,62388_G,Online,48609.042391,1
2024-04-01,62389_G,Online,159821.18923900003,2
2024-04-01,62390_G,Online,108396.12519,1
2024-04-01,62391_G,Online,75241.322,1
2024-04-01,62392_G,Online,384140.003516,1
2024-04-01,62393_G,Online,88811.481188,1
2024-04-01,62394_G,Online,21064.463,1
2024-04-01,62395_G,Online,23475.207,2
2024-04-01,62396_G,Online,115913.223,1
2024-04-01,62397_G,Online,239554.174223,1
2024-04-01,62398_G,Online,41463.636,1
2024-04-01,62399_G,Online,38752.893,1
2024-04-01,62400_G,Online,30638.843,1
2024-04-01,62401_G,Online,39198.347,1
2024-04-01,62402_G,Online,83339.58566,1
2024-04-01,62403_G,Online,6820.661,1
2024-04-01,62404_G,Online,141847.650304,1
2024-04-01,62405_G,Online,19747.107,1
2024-04-01,62406_G,Online,7284.298,1
2024-04-01,62407_G,Online,48609.042391,1
2024-04-01,62408_G,Online,28053.594,1
2024-04-01,62409_G,Online,151486.474026,1
2024-04-01,62410_G,Online,53642.975,1
2024-04-01,62411_G,Online,32754.545,1
2024-04-01,62412_G,Online,23976.86,1
2024-04-01,62413_G,Online,64709.091,1
2024-04-01,62414_G,Online,24606.612,1
2024-04-01,62415_G,Online,103565.289,1
2024-04-01,62416_G,Online,24323.967,1
2024-04-01,62417_G,Online,21064.463,1
2024-04-01,62418_G,Online,3642.149,1
2024-04-01,62419_G,Online,39198.347,1
2024-04-01,62420_G,Online,21776.86,1
2024-04-01,62421_G,Online,33605.785,1
2024-04-01,62422_G,Online,23144.604855,1
2024-04-01,62423_G,Online,29399.174,1
2024-04-01,62424_G,Online,21499.173,1
2024-04-01,62425_G,Online,105372.621627,1
2024-04-01,62426_G,Online,20233.058,1
2024-04-01,62427_G,Online,6820.661,1
2024-04-01,62428_G,Online,44802.48,1
2024-04-01,62429_G,Online,46484.297,1
2024-04-01,62430_G,Online,0.0,2
2024-04-01,62431_G,Online,23144.604855,1
2024-04-01,62432_G,Online,161858.40480199998,2
2024-04-01,62433_G,Online,133708.264,1
2024-04-01,62434_G,Online,22333.884,1
2024-04-01,62435_G,Online,103565.289,1
2024-04-01,62436_G,Online,24606.612,1
2024-04-01,62437_G,Online,48698.347,1
2024-04-01,62438_G,Online,13571.901,1
2024-04-01,62439_G,Online,51956.973043,1
2024-04-01,62440_G,Online,57568.595,1
2024-04-01,62441_G,Online,86214.181,3
2024-04-01,62442_G,Online,22333.884,1
2024-04-01,62443_G,Online,28575.206,1
2024-04-01,62444_G,Online,27263.636,1
2024-04-01,62445_G,Online,88811.481188,1
2024-04-01,62446_G,Online,36048.416555,1
2024-04-01,62447_G,Online,22333.884,1
2024-04-01,62448_G,Online,87387.603,1
2024-04-01,62449_G,Online,19747.107,1
2024-04-01,62450_G,Online,39198.347,1
2024-04-01,62451_G,Online,55922.314,1
2024-04-01,62452_G,Online,26514.876,1
2024-04-01,62453_G,Online,21064.463,1
2024-04-01,62454_G,Online,27845.455,1
2024-04-01,62455_G,Online,28628.926,1
2024-04-01,62456_G,Online,11885.651,1
2024-04-01,62457_G,Online,98069.322931,1
2024-04-01,62458_G,Online,198100.860594,1
2024-04-01,62459_G,Online,24606.612,1
2024-04-01,62460_G,Online,88892.305428,1
2024-04-01,62461_G,Online,39514.774000000005,2
2024-04-01,62462_G,Online,185633.141465,1
2024-04-01,62463_G,Online,75241.322,1
2024-04-01,62464_G,Online,63680.166,1
2024-04-01,62465_G,Online,133708.264,1
2024-04-01,62466_G,Online,24323.967,1
2024-04-01,62467_G,Online,19747.107,1
2024-04-01,62468_G,Online,123997.802957,1
2024-04-01,62469_G,Online,21064.463,1
2024-04-01,62470_G,Online,19747.107,1
2024-04-01,62471_G,Online,51956.973043,1
2024-04-01,62472_G,Online,103565.289,1
2024-04-01,62473_G,Online,51956.973043,1
2024-04-01,62474_G,Online,35553.719,1
2024-04-01,62475_G,Online,103565.289,1
2024-04-01,62476_G,Online,20604.132,1
2024-04-01,62477_G,Online,20367.073,1
2024-04-01,62478_G,Online,40853.719,1
2024-04-01,62479_G,Online,103565.289,1
2024-04-01,62480_G,Online,151486.474026,1
2024-04-01,62481_G,Online,24606.612,1
2024-04-01,62482_G,Online,61428.1,1
2024-04-01,62483_G,Online,28839.640161,1
2024-04-01,62484_G,Online,151486.474026,1
2024-04-01,62485_G,Online,30638.843,1
2024-04-01,62486_G,Online,20233.058,1
2024-04-01,62487_G,Online,239554.174223,1
2024-04-01,62488_G,Online,113380.05162,1
2024-04-01,62489_G,Online,6433.058,1
2024-04-01,62490_G,Online,83339.58566,1
2024-04-01,62491_G,Online,180908.729183,1
2024-04-01,62492_G,Online,28094.215,1
2024-04-01,62493_G,Online,140550.27245,1
2024-04-01,62494_G,Online,28413.757,1
2024-04-01,62495_G,Online,35055.372,1
2024-04-01,62496_G,Online,25803.306,1
2024-04-01,62497_G,Online,24606.612,1
2024-04-01,62498_G,Online,21064.463,1
2024-04-01,62499_G,Online,24323.967,1
2024-04-01,62500_G,Online,252615.494936,1
2024-04-01,62501_G,Online,25548.76,1
2024-04-01,62502_G,Online,45192.562,1
2024-04-01,62503_G,Online,28628.926,1
2024-04-01,62504_G,Online,41284.298,1
2024-04-01,62505_G,Online,13798.329,1
2024-04-01,62506_G,Online,51956.973043,1
2024-04-01,62507_G,Online,41811.337,1
2024-04-01,62508_G,Online,13313.223,1
2024-04-01,62509_G,Online,69633.05799999999,2
2024-04-01,62510_G,Online,150319.834,2
2024-04-01,62511_G,Online,34225.095,1
2024-04-01,62512_G,Online,27263.636,1
2024-04-01,62513_G,Online,19747.107,1
2024-04-01,62514_G,Online,18838.56,1
2024-04-01,62515_G,Online,51956.973043,1
2024-04-01,62516_G,Online,21064.463,1
2024-04-01,62517_G,Online,169400.487199,1
2024-04-01,62518_G,Online,21064.463,1
2024-04-01,62519_G,Online,21064.463,1
2024-04-01,62520_G,Online,10604.651,1
2024-04-01,62521_G,Online,25327.547,1
2024-04-01,62522_G,Online,213153.029093,1
2024-04-01,62523_G,Online,21064.463,1
2024-04-01,62524_G,Online,60271.901,1
2024-04-01,62525_G,Online,51956.973043,1
2024-04-01,62526_G,Online,115233.653532,1
2024-04-01,62527_G,Online,133708.264,1
2024-04-01,62528_G,Online,175994.513015,1
2024-04-01,62529_G,Online,12392.562,1
2024-04-01,62530_G,Online,112763.460253,1
2024-04-01,62531_G,Online,12487.106,1
2024-04-01,62532_G,Online,81193.612,1
2024-04-01,62533_G,Online,24606.612,1
2024-04-01,62534_G,Online,103565.289,1
2024-04-01,62535_G,Online,32928.099,1
2024-04-01,62536_G,Online,9684.298,3
2024-04-01,62537_G,Online,39198.347,1
2024-04-01,62538_G,Online,39198.347,1
2024-04-01,62539_G,Online,30638.843,1
2024-04-01,62540_G,Online,51956.973043,1
2024-04-01,62541_G,Online,11871.651,1
2024-04-01,62542_G,Online,59289.256,1
2024-04-01,62543_G,Online,21064.463,1
2024-04-01,62544_G,Online,21064.463,1
2024-04-01,62545_G,Online,21776.86,1
2024-04-01,62546_G,Online,33605.785,1
2024-04-01,62547_G,Online,188968.311304,2
2024-04-01,62548_G,Online,130532.927467,1
2024-04-01,62549_G,Online,74693.933,1
2024-04-01,62550_G,Online,6433.058,1
2024-04-01,62551_G,Online,51956.973043,1
2024-04-01,62552_G,Online,28705.785,1
2024-04-01,62553_G,Online,70552.066,1
2024-04-01,62554_G,Online,32174.364,1
2024-04-01,62555_G,Online,18503.436,1
2024-04-01,62556_G,Online,39198.347,1
2024-04-01,62557_G,Online,49101.653,1
2024-04-01,62558_G,Online,21943.801,1
2024-04-01,62559_G,Online,28628.926,1
2024-04-01,62560_G,Online,64798.346,1
2024-04-01,62561_G,Online,22212.397,1
2024-04-01,62562_G,Online,39198.347,1
2024-04-01,62563_G,Online,20233.058,1
2024-04-01,62564_G,Online,133159.237681,1
2024-04-01,62565_G,Online,0.0,2
2024-04-01,62566_G,Online,39198.347,1
2024-04-01,62567_G,Online,27263.636,1
2024-04-01,62568_G,Online,119957.611084,1
2024-04-01,62569_G,Online,82971.901,1
2024-04-01,62570_G,Online,37661.157,2
2024-04-01,62571_G,Online,21064.463,1
2024-04-01,62572_G,Online,22333.884,1
2024-04-01,62573_G,Online,27263.636,1
2024-04-01,62574_G,Online,57568.595,1
2024-04-01,62575_G,Online,47481.818,1
2024-04-01,62576_G,Online,24606.612,1
2024-04-01,62577_G,Online,27845.455,1
2024-04-01,62578_G,Online,0.0,2
2024-04-01,62579_G,Online,28628.926,1
2024-04-01,62580_G,Online,29574.899,1
2024-04-01,62581_G,Online,15012.397,1
2024-04-01,62582_G,Online,98069.322931,1
2024-04-01,62583_G,Online,28672.727,1
2024-04-01,62584_G,Online,105372.621627,1
2024-04-01,62585_G,Online,0.0,2
2024-04-01,62586_G,Online,21064.463,1
2024-04-01,62587_G,Online,94529.753,2
2024-04-01,62588_G,Online,39198.347,1
2024-04-01,62589_G,Online,39198.347,1
2024-04-01,62590_G,Online,23522.653,1
2024-04-01,62591_G,Online,22619.009,1
2024-04-01,62592_G,Online,59929.752,1
2024-04-01,62593_G,Online,51956.973043,1
2024-04-01,62594_G,Online,47666.115,1
2024-04-01,62595_G,Online,34095.37,2
2024-04-01,62596_G,Online,44930.578,1
2024-04-01,62597_G,Online,39198.347,1
2024-04-01,62598_G,Online,158131.405,1
2024-04-01,62599_G,Online,41811.337,1
2024-04-01,62600_G,Online,29290.909,1
2024-04-01,62601_G,Online,33623.14,1
2024-04-01,62602_G,Online,22333.884,1
2024-04-01,62603_G,Online,51956.973043,1
2024-04-01,62604_G,Online,57568.595,1
2024-04-01,62605_G,Online,51956.973043,1
2024-04-01,62606_G,Online,30714.05,1
2024-04-01,62607_G,Online,168360.290262,1
2024-04-01,62608_G,Online,25216.461,1
2024-04-01,62609_G,Online,39198.347,1
2024-04-01,62610_G,Online,119957.611084,1
2024-04-01,62611_G,Online,38752.893,1
2024-04-01,62612_G,Online,0.0,2
2024-04-01,62613_G,Online,46152.892,1
2024-04-01,62614_G,Online,38297.475,1
2024-04-01,62615_G,Online,30638.843,1
2024-04-01,62616_G,Online,30714.05,1
2024-04-01,62617_G,Online,80551.24,1
2024-04-01,62618_G,Online,19747.107,1
2024-04-01,62619_G,Online,34720.661,1
2024-04-01,62620_G,Online,31780.106,1
2024-04-01,62621_G,Online,51956.973043,1
2024-04-01,62622_G,Online,130532.927467,1
2024-04-01,62623_G,Online,28672.727,1
2024-04-01,62624_G,Online,11104.651,1
2024-04-01,62625_G,Online,23309.091,1
2024-04-01,62626_G,Online,55899.174,1
2024-04-01,62627_G,Online,40748.76,1
2024-04-01,62628_G,Online,233982.159178,1
2024-04-01,62629_G,Online,6433.058,1
2024-04-01,62630_G,Online,21404.959,1
2024-04-01,62631_G,Online,19747.107,1
2024-04-01,62632_G,Online,30714.05,1
2024-04-01,62633_G,Online,30714.05,1
2024-04-01,62634_G,Online,41362.81,1
2024-04-01,62635_G,Online,128299.205862,1
2024-04-01,62636_G,Online,30638.843,1
2024-04-01,62637_G,Online,6433.058,1
2024-04-01,62638_G,Online,60262.81,1
2024-04-01,62639_G,Online,22333.884,1
2024-04-01,62640_G,Online,35553.719,1
2024-04-01,62641_G,Online,32330.579,1
2024-04-01,62642_G,Online,6433.058,1
2024-04-01,62643_G,Online,19747.107,1
2024-04-01,62644_G,Online,77951.24,1
2024-04-01,62645_G,Online,45105.739894,1
2024-04-01,62646_G,Online,30638.843,1
2024-04-01,62647_G,Online,24782.848,2
2024-04-01,62648_G,Online,45042.148,1
2024-04-01,62649_G,Online,11806.8,1
2024-04-01,62650_G,Online,21064.463,1
2024-04-01,62651_G,Online,113380.05162,1
2024-04-01,62652_G,Online,39198.347,1
2024-04-01,62653_G,Online,39198.347,1
2024-04-01,62654_G,Online,30714.05,1
2024-04-01,62655_G,Online,20283.471,1
2024-04-01,62656_G,Online,28672.727,1
2024-04-01,62657_G,Online,32450.413,1
2024-04-01,62658_G,Online,24606.612,1
2024-04-01,62659_G,Online,32787.603,1
2024-04-01,62660_G,Online,37375.888,1
2024-04-01,62661_G,Online,75724.375719,1
2024-04-01,62662_G,Online,51758.679,1
2024-04-01,62663_G,Online,130532.927467,1
2024-04-01,62664_G,Online,30638.843,1
2024-04-01,62665_G,Online,19914.049,1
2024-04-01,62666_G,Online,22842.836,1
2024-04-01,62667_G,Online,133159.237681,1
2024-04-01,62668_G,Online,30714.05,1
2024-04-01,62669_G,Online,35553.719,1
2024-04-01,62670_G,Online,21064.463,1
2024-04-01,62671_G,Online,14895.868,1
2024-04-01,62672_G,Online,136803.032394,1
2024-04-01,62673_G,Online,86274.38,2
2024-04-01,62674_G,Online,6433.058,1
2024-04-01,62675_G,Online,29290.909,1
2024-04-01,62676_G,Online,106118.083811,2
2024-04-01,62677_G,Online,59196.694,1
2024-04-01,62678_G,Online,57568.595,1
2024-04-01,62679_G,Online,28094.215,1
2024-04-01,62680_G,Online,61428.1,2
2024-04-01,62681_G,Online,6433.058,1
2024-04-01,62682_G,Online,20604.132,1
2024-04-01,62683_G,Online,21229.63,1
2024-04-01,62684_G,Online,28705.785,1
2024-04-01,62685_G,Online,26900.826,1
2024-04-01,62686_G,Online,41362.81,1
2024-04-01,62687_G,Online,26712.397,1
2024-04-01,62688_G,Online,6433.058,1
2024-04-01,62689_G,Online,36507.438,1
2024-04-01,62690_G,Online,26736.364,1
2024-04-01,62691_G,Online,103565.289,1
2024-04-01,62692_G,Online,89854.545,1
2024-04-01,62693_G,Online,10898.048,1
2024-04-01,62694_G,Online,22333.884,1
2024-04-01,62695_G,Online,52476.86,1
2024-04-01,62696_G,Online,28705.785,1
2024-04-01,62697_G,Online,20233.058,1
2024-04-01,62698_G,Online,39198.347,1
2024-04-01,62699_G,Online,20066.942,1
2024-04-01,627_G,Minorista,0.0,2
2024-04-01,62700_G,Online,22333.884,1
2024-04-01,62701_G,Online,51956.973043,1
2024-04-01,62702_G,Online,25803.306,1
2024-04-01,62703_G,Online,32754.545,1
2024-04-01,62704_G,Online,19113.223,1
2024-04-01,62705_G,Online,48609.042391,1
2024-04-01,62706_G,Online,51956.973043,1
2024-04-01,62707_G,Online,105372.621627,1
2024-04-01,62708_G,Online,34252.066,1
2024-04-01,62709_G,Online,41463.636,1
2024-04-01,62710_G,Online,32189.257,2
2024-04-01,62711_G,Online,25655.372,1
2024-04-01,62712_G,Online,39198.347,1
2024-04-01,62713_G,Online,21064.463,1
2024-04-01,62714_G,Online,133857.717142,1
2024-04-01,62715_G,Online,18155.073,1
2024-04-01,62716_G,Online,8742.362,1
2024-04-01,62717_G,Online,40737.191,1
2024-04-01,62718_G,Online,25548.76,1
2024-04-01,62719_G,Online,31130.578,1
2024-04-01,62720_G,Online,140511.882914,2
2024-04-01,62721_G,Online,10984.048,1
2024-04-01,62722_G,Online,35485.124,1
2024-04-01,62723_G,Online,21064.463,1
2024-04-01,62724_G,Online,25548.76,1
2024-04-01,62725_G,Online,25548.76,1
2024-04-01,62726_G,Online,36538.843,1
2024-04-01,62727_G,Online,22942.149,1
2024-04-01,62728_G,Online,26016.639,1
2024-04-01,62729_G,Online,25548.76,1
2024-04-01,62730_G,Online,75241.322,1
2024-04-01,62731_G,Online,21064.463,1
2024-04-01,62732_G,Online,28628.926,1
2024-04-01,62733_G,Online,39198.347,1
2024-04-01,62734_G,Online,41463.636,1
2024-04-01,62735_G,Online,21064.463,1
2024-04-01,62736_G,Online,29399.174,1
2024-04-01,62737_G,Online,23909.091,1
